machine_quality,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,operating_hours,vibration_mm_s,pressure_bar,failure_type,machine_failure
H,297.74,306.24,1551.3,33.31,227,1369.2,3.221,154.27,No Failure,0
L,302.59,312.72,1541.6,40.03,239,188.8,3.883,161.57,No Failure,0
H,298.86,307.37,1271.7,58.12,33,965.0,2.025,171.01,Heat Dissipation Failure,1
H,301.84,311.97,1648.3,33.08,178,1041.8,2.886,142.86,No Failure,0
L,302.32,311.98,1771.5,26.18,170,2083.4,3.118,189.88,No Failure,0
L,301.21,312.13,1546.4,26.88,236,824.6,3.743,134.65,No Failure,0
L,298.62,309.45,1555.8,31.39,146,1525.9,2.615,146.21,No Failure,0
H,299.32,310.42,1661.6,33.43,109,325.7,2.32,157.59,No Failure,0
M,294.65,304.85,1168.0,63.05,185,943.3,3.915,143.99,No Failure,0
M,299.77,308.91,1425.7,49.67,171,946.3,3.627,148.86,No Failure,0
L,301.61,310.57,1498.0,36.85,117,2365.3,2.459,156.71,No Failure,0
H,299.52,308.99,1432.8,58.53,178,1204.3,3.772,152.79,No Failure,0
L,298.82,310.81,1526.9,33.87,8,1669.4,1.723,170.9,No Failure,0
L,299.4,309.16,1573.6,35.89,236,463.3,4.153,166.63,No Failure,0
L,302.43,312.59,1463.6,35.29,97,760.0,2.564,143.97,No Failure,0
L,299.89,311.41,1503.5,50.27,75,604.7,2.604,153.92,No Failure,0
H,303.72,313.97,1404.7,39.3,52,2101.9,2.034,161.5,No Failure,0
M,298.86,308.11,1457.8,55.07,31,175.1,2.089,125.14,No Failure,0
L,300.43,311.16,1472.1,44.34,77,1094.3,2.511,152.67,No Failure,0
L,299.13,308.7,1215.4,49.09,4,355.8,1.851,145.45,No Failure,0
M,304.15,314.44,1651.0,21.84,56,1592.3,1.921,149.49,No Failure,0
M,300.36,310.87,1690.6,23.01,176,778.5,2.791,172.77,No Failure,0
L,304.26,313.76,1522.7,23.34,158,516.7,3.039,160.35,No Failure,0
L,299.16,309.35,1458.0,35.72,122,791.2,2.279,155.59,No Failure,0
M,303.06,314.66,1631.1,24.61,230,132.3,3.797,141.52,No Failure,0
H,300.24,309.61,1354.7,52.4,190,1420.0,3.685,164.23,No Failure,0
M,301.67,312.99,1545.6,38.01,36,1546.1,1.581,136.83,No Failure,0
L,297.56,306.97,1431.9,46.15,139,1168.7,2.776,148.53,No Failure,0
M,300.7,312.5,1420.6,35.08,97,1140.5,2.636,155.08,No Failure,0
L,297.86,307.01,1643.6,48.25,119,512.9,2.992,153.37,No Failure,0
H,300.51,310.12,1626.6,20.35,71,223.2,1.979,145.59,Power Failure,1
L,296.96,308.47,1515.1,39.51,245,909.1,3.983,141.69,No Failure,0
L,299.81,311.36,1619.5,45.01,28,282.7,1.858,171.61,No Failure,0
L,302.19,313.01,1530.9,45.85,26,216.6,2.013,135.19,No Failure,0
L,301.1,310.01,1574.7,36.82,99,841.5,2.516,161.49,No Failure,0
L,297.53,307.61,1732.1,22.89,215,1051.5,3.179,147.01,No Failure,0
M,296.2,306.2,1468.7,50.11,198,784.3,3.279,138.95,No Failure,0
M,300.99,310.14,1581.0,36.08,89,1733.4,2.201,146.49,No Failure,0
H,303.16,313.86,1575.5,36.95,68,1193.3,2.265,147.3,No Failure,0
L,298.07,307.3,1307.3,62.19,81,84.1,3.102,136.33,No Failure,0
L,304.19,312.9,1589.0,40.97,65,262.5,1.67,167.25,No Failure,0
L,299.99,308.37,1602.2,34.81,146,1915.7,2.805,153.53,No Failure,0
L,296.08,307.79,1339.3,34.21,231,873.3,3.857,137.8,No Failure,0
L,296.88,306.37,1525.0,46.45,150,827.1,3.265,141.04,No Failure,0
H,301.54,311.05,1494.3,31.79,161,120.5,3.061,128.05,No Failure,0
H,300.26,309.23,1480.9,45.12,84,1034.4,2.384,153.75,No Failure,0
L,302.96,314.33,1261.4,51.01,70,494.9,2.286,145.49,No Failure,0
M,297.6,306.22,1454.6,39.12,26,394.8,1.976,131.77,No Failure,0
M,300.24,309.03,1388.2,49.88,7,322.6,1.935,138.25,No Failure,0
L,300.01,309.69,1553.8,39.31,110,382.8,2.663,142.38,No Failure,0
M,299.71,309.69,1502.1,33.13,247,669.2,4.532,139.57,No Failure,0
L,299.23,309.89,1438.2,23.35,192,334.8,3.551,180.56,No Failure,0
L,299.27,308.6,1433.9,42.75,244,859.9,4.242,161.84,No Failure,0
H,300.35,311.89,1442.1,42.96,73,311.0,2.666,134.59,No Failure,0
M,300.61,309.94,1478.5,49.81,167,1320.3,3.66,157.32,No Failure,0
L,300.51,309.5,1442.5,48.85,150,1679.2,3.195,147.79,No Failure,0
L,302.41,311.31,1265.6,60.67,31,592.5,1.989,152.16,No Failure,0
H,297.6,306.82,1571.4,34.19,5,995.2,1.823,145.47,No Failure,0
L,296.38,305.21,1636.6,43.56,180,57.3,3.467,157.7,No Failure,0
H,302.03,312.78,1660.3,33.12,62,254.0,2.352,166.11,No Failure,0
H,298.11,307.11,1253.7,49.3,113,241.6,3.162,151.59,No Failure,0
L,299.24,309.11,1796.9,30.73,200,253.1,2.964,138.66,No Failure,0
M,298.78,307.75,1533.4,49.14,11,229.1,2.081,150.58,No Failure,0
M,298.73,307.56,1701.6,32.63,42,1073.0,2.393,159.62,No Failure,0
M,297.08,308.19,1301.9,47.67,32,79.9,2.02,160.98,No Failure,0
L,298.86,310.46,1366.2,52.06,151,2805.8,3.456,146.69,No Failure,0
L,301.3,312.57,1677.3,24.46,10,877.8,1.701,132.71,No Failure,0
L,299.99,308.52,1506.8,26.53,170,1151.7,2.592,163.75,No Failure,0
M,301.01,309.68,1528.7,42.35,28,276.9,1.317,147.94,No Failure,0
M,299.01,310.99,1636.7,41.28,136,540.3,2.939,154.87,No Failure,0
M,301.81,311.55,1493.4,37.08,138,1201.6,2.452,173.7,No Failure,0
M,298.98,307.61,1691.4,35.24,193,1350.2,3.839,156.96,No Failure,0
L,295.78,306.87,1631.6,31.45,183,855.0,3.518,158.17,No Failure,0
L,300.63,310.7,1306.2,43.31,110,410.4,3.157,148.18,No Failure,0
M,301.53,312.1,1499.0,30.36,244,1449.4,3.834,158.63,No Failure,0
M,298.88,306.64,1570.5,43.66,62,334.6,2.63,124.05,No Failure,0
M,302.4,312.07,1453.1,34.26,246,421.1,3.973,122.9,No Failure,0
L,298.3,309.25,1630.9,35.77,247,220.1,4.106,152.45,No Failure,0
L,301.34,310.7,1457.8,52.16,203,971.9,4.516,131.34,No Failure,0
H,303.49,314.72,1451.8,49.54,134,471.9,2.755,170.36,No Failure,0
L,300.07,308.76,1527.8,30.03,12,710.1,2.042,162.54,No Failure,0
L,299.55,309.43,1596.9,31.27,112,338.7,1.982,169.73,No Failure,0
M,299.79,311.43,1589.2,47.78,113,730.1,2.881,145.59,No Failure,0
M,303.26,312.11,1579.6,25.66,98,1295.4,2.461,153.81,No Failure,0
H,300.81,311.08,1438.6,54.54,12,434.1,1.863,149.06,No Failure,0
H,304.29,314.87,1669.8,41.35,229,878.3,4.003,146.21,No Failure,0
M,300.56,310.65,1569.9,34.22,159,681.8,3.185,137.91,No Failure,0
L,298.69,308.44,1455.0,40.1,12,1008.0,1.908,146.47,No Failure,0
L,298.83,307.96,1346.0,53.61,39,1077.5,2.203,140.49,No Failure,0
H,300.12,310.32,1483.0,18.69,203,189.9,3.0,155.88,Power Failure,1
L,295.92,305.81,1308.9,50.26,164,1234.8,3.502,143.18,No Failure,0
H,299.05,307.61,1434.9,51.95,42,672.0,2.163,165.36,No Failure,0
M,299.09,310.19,1613.0,36.79,63,1116.4,2.175,140.04,No Failure,0
L,300.48,309.57,1467.4,39.28,30,48.8,1.793,146.86,No Failure,0
M,303.88,312.47,1575.2,41.36,163,1000.4,3.317,154.48,No Failure,0
M,300.11,309.51,1521.8,47.34,16,377.5,1.725,149.26,No Failure,0
L,296.15,305.26,1489.0,32.7,182,801.7,3.131,142.97,No Failure,0
L,298.17,307.91,1447.5,39.85,95,935.1,2.214,159.36,No Failure,0
M,300.52,309.28,1386.8,39.0,72,2275.5,2.347,146.0,No Failure,0
L,300.19,310.63,1512.6,46.79,97,756.8,2.436,163.14,No Failure,0
L,303.25,314.63,1286.3,66.75,247,705.0,4.698,148.94,Overstrain Failure,1
M,301.92,312.03,1638.6,32.66,106,260.5,2.819,157.33,No Failure,0
M,301.86,310.42,1488.3,40.79,57,610.7,2.656,155.25,No Failure,0
M,299.57,308.65,1476.2,32.39,243,292.2,3.845,130.08,No Failure,0
H,302.2,312.42,1609.3,35.11,24,1085.2,2.574,172.2,No Failure,0
H,298.21,306.24,1407.7,29.24,68,970.5,2.25,131.4,No Failure,0
L,301.94,310.7,1592.1,24.7,146,1202.4,2.792,162.68,No Failure,0
L,299.44,307.79,1335.7,51.83,141,513.7,3.829,145.2,Heat Dissipation Failure,1
M,297.1,307.22,1608.8,43.56,102,175.0,2.427,149.61,No Failure,0
L,301.19,313.35,1650.0,40.93,86,526.8,2.474,142.47,No Failure,0
H,302.8,311.53,1608.0,31.26,207,745.1,3.406,161.67,No Failure,0
M,299.19,310.0,1453.9,39.25,14,1954.7,1.338,140.96,No Failure,0
L,303.13,312.56,1747.4,28.44,128,2051.8,2.946,136.54,No Failure,0
M,296.69,305.37,1439.3,39.73,170,367.7,3.383,166.21,No Failure,0
M,297.61,309.17,1348.7,43.34,63,655.1,2.497,166.54,No Failure,0
H,299.71,311.87,1364.6,34.57,196,200.3,3.647,148.75,No Failure,0
L,299.26,309.67,1569.8,32.43,131,143.1,2.251,135.73,No Failure,0
H,298.67,309.03,1385.0,35.08,106,1328.5,2.92,144.47,No Failure,0
L,300.27,310.33,1562.5,48.15,215,142.2,3.688,144.96,No Failure,0
M,298.94,308.79,1431.6,42.02,26,1295.8,2.194,161.78,No Failure,0
H,299.28,309.62,1512.8,23.93,59,1279.6,1.494,169.29,No Failure,0
L,300.56,311.23,1542.5,47.23,203,356.9,3.884,156.89,No Failure,0
L,298.66,310.33,1535.4,45.43,30,306.9,1.821,147.85,No Failure,0
H,299.79,309.27,1634.7,41.87,6,549.6,1.766,136.77,No Failure,0
H,298.71,308.84,1215.4,56.46,218,706.3,4.063,156.64,No Failure,0
L,297.59,307.5,1326.2,40.24,2,704.7,1.712,158.54,No Failure,0
M,301.53,312.55,1606.0,44.31,215,462.0,3.769,133.55,No Failure,0
H,303.42,315.82,1209.9,44.69,200,100.6,3.551,148.0,No Failure,0
L,302.13,313.19,1320.4,48.77,212,773.1,4.271,158.71,No Failure,0
M,300.66,311.46,1522.8,37.77,12,1525.0,2.051,145.8,No Failure,0
L,298.72,309.62,1431.9,33.55,68,618.6,2.722,150.54,No Failure,0
L,299.43,310.69,1441.2,49.73,46,483.7,2.271,161.12,No Failure,0
H,302.11,314.53,1322.9,49.21,199,1794.4,3.751,150.62,No Failure,0
L,295.44,303.75,1514.1,52.75,67,344.4,2.558,122.62,No Failure,0
H,299.27,309.87,1531.4,44.16,64,696.4,2.129,163.89,No Failure,0
M,301.47,308.89,1656.7,23.51,146,1546.7,2.372,155.47,No Failure,0
M,297.72,308.67,1454.9,41.64,155,806.4,3.033,131.19,No Failure,0
L,300.85,311.4,1404.3,40.34,124,1665.2,2.639,161.03,No Failure,0
L,300.75,310.21,1389.5,52.29,30,501.5,2.327,139.66,No Failure,0
H,297.09,304.42,1304.5,50.58,104,1524.3,3.099,160.63,Heat Dissipation Failure,1
M,300.17,310.16,1623.5,46.13,104,864.2,2.189,133.77,No Failure,0
M,298.77,308.99,1694.6,19.27,130,1113.5,2.261,157.07,Power Failure,1
L,300.83,310.77,1487.7,31.75,226,448.7,3.826,152.96,No Failure,0
L,301.34,310.72,1670.1,36.36,89,801.8,2.474,138.0,No Failure,0
L,300.8,309.9,1523.2,36.59,4,596.8,1.523,150.66,No Failure,0
M,300.15,310.09,1612.5,41.67,25,592.1,1.826,168.64,No Failure,0
L,300.58,309.78,1504.7,54.8,38,919.6,2.392,173.3,No Failure,0
M,297.65,308.46,1476.9,47.79,217,568.8,4.059,146.48,No Failure,0
L,299.94,309.86,1459.3,30.81,159,301.0,2.628,162.36,No Failure,0
L,298.41,306.68,1514.0,31.71,73,130.5,1.641,131.26,No Failure,0
M,302.06,312.24,1896.5,30.81,198,432.6,3.384,166.09,No Failure,0
M,301.37,311.78,1459.7,38.83,244,1001.7,4.249,162.31,No Failure,0
H,301.36,312.98,1412.4,48.06,109,971.1,2.731,170.18,No Failure,0
L,303.43,314.36,1380.4,49.64,196,1223.8,4.419,143.86,No Failure,0
M,299.34,308.44,1445.5,36.24,190,249.5,3.685,143.78,No Failure,0
L,298.9,310.33,1565.8,39.7,66,537.3,2.126,164.13,No Failure,0
H,299.29,307.91,1245.6,56.74,243,248.7,3.858,154.17,Overstrain Failure,1
M,296.8,306.82,1544.0,25.15,234,491.5,3.875,150.29,No Failure,0
L,296.95,307.71,1476.7,46.38,173,559.6,3.218,159.92,No Failure,0
H,301.24,312.7,1435.0,45.3,242,1162.0,3.966,158.32,No Failure,0
L,297.21,309.1,1538.4,37.03,110,957.2,2.422,150.67,No Failure,0
L,297.85,309.12,1498.7,39.82,175,563.5,2.976,161.71,No Failure,0
L,299.8,309.66,1360.9,44.2,157,153.1,3.106,155.84,No Failure,0
L,299.18,309.76,1655.4,37.05,149,365.1,2.879,150.04,No Failure,0
H,301.77,312.0,1653.9,33.62,76,547.2,1.988,132.89,No Failure,0
M,300.12,309.41,1471.0,32.87,88,1957.9,2.155,145.12,No Failure,0
M,298.4,308.29,1393.9,58.62,23,886.3,2.745,153.52,No Failure,0
H,301.94,313.74,1491.1,35.6,124,330.1,2.974,132.54,No Failure,0
M,301.46,312.1,1581.4,42.01,36,297.4,1.961,134.3,No Failure,0
L,297.18,309.24,1514.5,47.85,125,627.7,2.497,132.93,No Failure,0
L,300.5,309.42,1630.0,37.89,109,411.4,2.811,149.22,No Failure,0
L,298.57,308.19,1411.9,40.36,33,321.1,2.487,149.05,No Failure,0
H,298.52,308.93,1337.8,45.03,70,411.8,2.92,134.12,No Failure,0
H,303.74,314.48,1400.6,31.52,221,547.2,3.6,138.1,No Failure,0
M,300.25,310.13,1863.7,24.64,11,1399.7,1.507,164.17,No Failure,0
L,299.56,310.37,1640.0,32.69,52,1173.4,1.642,156.93,No Failure,0
L,300.17,310.96,1473.8,57.28,94,994.6,2.965,156.56,No Failure,0
H,301.75,310.36,1417.0,34.25,183,1214.2,3.521,134.16,No Failure,0
L,298.6,309.35,1546.7,41.31,213,975.8,3.908,155.66,No Failure,0
M,298.94,310.01,1451.1,26.74,193,1350.9,3.618,144.71,No Failure,0
L,301.31,311.61,1433.6,53.42,20,340.8,2.266,132.22,No Failure,0
L,296.97,305.13,1525.9,36.99,92,225.4,1.97,134.76,No Failure,0
M,301.98,311.7,1509.5,35.45,225,774.5,3.644,162.26,No Failure,0
H,296.79,307.23,1461.9,38.67,183,1115.2,3.702,129.24,No Failure,0
M,299.51,308.64,1404.8,65.13,39,695.1,2.003,180.99,Power Failure,1
L,296.8,307.72,1417.6,44.42,100,358.8,2.709,126.97,No Failure,0
L,297.89,308.62,1634.3,38.43,114,1002.3,2.581,162.64,No Failure,0
H,302.6,312.73,1726.4,11.17,53,782.0,1.182,153.35,Power Failure,1
M,302.09,312.11,1425.4,53.53,222,454.1,4.373,159.05,No Failure,0
L,302.3,312.5,1605.1,33.05,185,466.7,3.076,157.8,No Failure,0
M,297.1,307.1,1609.6,31.47,19,116.0,2.255,162.38,No Failure,0
L,297.9,306.61,1581.6,32.37,56,218.7,1.943,149.08,No Failure,0
L,300.68,310.25,1576.5,54.65,146,201.0,3.675,154.19,Power Failure,1
H,301.43,311.5,1605.0,39.58,180,174.2,3.895,153.93,No Failure,0
M,298.4,309.82,1391.7,24.78,187,1081.1,3.264,156.67,No Failure,0
L,298.84,309.53,1497.6,37.96,235,79.5,3.934,151.95,No Failure,0
L,297.74,309.21,1700.3,31.68,144,62.1,3.104,163.04,No Failure,0
H,303.32,311.91,1398.1,43.6,47,2413.6,2.639,135.11,No Failure,0
M,299.05,308.69,1531.3,36.14,10,502.4,1.72,157.97,No Failure,0
M,300.06,312.14,1632.7,24.31,16,246.8,1.236,144.37,No Failure,0
L,300.17,309.42,1649.9,39.18,136,329.4,2.511,150.74,No Failure,0
H,302.21,311.45,1410.3,39.43,158,1129.8,3.272,177.04,No Failure,0
H,298.1,307.82,1519.0,27.47,36,519.4,1.407,165.66,No Failure,0
M,302.34,314.35,1702.3,20.4,99,160.0,2.476,130.07,No Failure,0
L,297.44,306.77,1508.4,42.83,101,43.7,3.045,145.01,No Failure,0
M,302.33,312.89,1569.4,37.19,85,562.4,2.569,141.32,No Failure,0
H,296.57,306.96,1546.2,37.85,56,315.8,2.1,157.89,No Failure,0
M,299.79,307.86,1429.7,47.46,76,564.2,2.694,164.38,No Failure,0
H,303.25,313.24,1705.5,20.61,189,1149.9,3.111,137.92,No Failure,0
M,301.39,310.84,1513.7,40.6,170,818.7,3.234,147.22,No Failure,0
L,300.84,311.52,1424.6,46.63,201,1497.0,3.611,151.51,Tool Wear Failure,1
L,297.9,309.64,1508.9,38.17,223,161.6,3.828,142.74,Tool Wear Failure,1
H,298.53,308.19,1564.7,25.84,51,528.4,1.832,151.43,No Failure,0
L,302.69,312.34,1489.2,33.39,92,2014.2,2.761,159.43,No Failure,0
L,300.94,313.46,1586.3,35.49,160,134.5,3.282,156.03,No Failure,0
M,301.78,311.07,1508.7,24.21,139,351.7,2.277,143.7,No Failure,0
L,300.15,308.8,1532.3,43.71,201,612.1,3.835,168.65,No Failure,0
H,299.44,310.81,1476.0,40.03,233,43.3,3.96,123.49,No Failure,0
L,301.53,311.48,1542.1,33.57,108,1302.3,2.638,124.25,No Failure,0
L,300.52,310.8,1405.2,49.86,159,2197.6,3.314,144.43,No Failure,0
L,299.66,311.89,1587.0,34.78,229,511.7,3.798,153.95,No Failure,0
M,297.17,305.77,1514.8,54.8,133,751.8,3.721,137.27,No Failure,0
M,301.91,311.71,1683.8,37.31,54,523.7,1.978,179.06,No Failure,0
L,300.88,309.64,1670.6,30.45,200,1046.5,3.219,151.88,Tool Wear Failure,1
L,298.79,309.12,1581.0,30.76,31,722.4,1.516,148.04,No Failure,0
L,302.36,311.81,1564.7,40.91,172,2025.3,3.019,162.03,No Failure,0
M,300.49,309.31,1403.7,29.3,38,635.1,1.948,131.45,No Failure,0
H,300.53,311.26,1543.2,41.44,66,1195.7,2.643,167.22,No Failure,0
M,301.77,311.78,1567.1,35.99,228,669.2,3.623,135.64,No Failure,0
L,301.34,310.09,1394.9,35.77,54,220.6,2.215,134.68,No Failure,0
M,300.59,309.4,1451.0,39.58,155,1261.6,3.454,151.5,No Failure,0
L,299.62,309.83,1444.6,50.05,124,178.4,3.11,143.45,Random Failure,1
L,303.97,312.3,1577.8,34.57,29,981.2,1.788,159.18,No Failure,0
L,298.53,308.76,1571.4,41.84,151,608.7,2.95,145.18,No Failure,0
L,301.49,312.83,1614.7,44.44,97,596.3,2.846,160.67,No Failure,0
L,299.83,310.5,1583.4,27.9,239,1203.5,3.677,157.6,No Failure,0
M,300.91,310.29,1355.8,45.23,76,1417.5,2.645,154.37,No Failure,0
L,302.47,312.74,1508.7,48.15,149,984.9,3.1,150.23,No Failure,0
M,299.38,308.13,1538.6,49.66,219,1634.1,4.081,145.2,No Failure,0
H,301.2,311.34,1702.8,28.91,118,496.6,2.885,147.59,No Failure,0
M,300.53,310.2,1625.5,29.61,88,517.0,2.417,150.52,No Failure,0
L,298.72,307.68,1684.3,39.46,97,135.9,2.368,159.87,No Failure,0
M,302.52,313.14,1484.2,38.89,21,518.9,1.459,151.97,No Failure,0
L,301.42,309.44,1642.4,40.19,188,432.2,3.505,142.39,No Failure,0
L,299.13,307.95,1424.1,36.43,2,632.0,1.965,158.96,No Failure,0
L,302.21,311.14,1281.2,41.86,196,716.6,3.835,144.35,No Failure,0
H,298.34,307.83,1598.4,14.46,142,690.9,3.103,167.48,Power Failure,1
H,299.94,311.24,1395.6,46.58,1,417.3,2.564,156.38,No Failure,0
H,299.14,309.9,1382.3,54.72,37,681.0,2.234,166.69,No Failure,0
M,301.5,311.61,1460.3,34.47,22,701.2,1.9,149.8,No Failure,0
M,299.04,309.1,1495.3,42.02,248,1270.8,4.119,157.84,No Failure,0
H,301.52,311.51,1423.8,56.81,19,190.8,1.963,149.56,No Failure,0
H,301.19,312.56,1529.1,40.33,226,468.8,3.999,142.9,No Failure,0
L,299.25,307.43,1463.2,43.05,5,329.3,1.788,158.46,No Failure,0
H,303.66,314.43,1460.9,58.42,129,1309.5,3.244,143.1,No Failure,0
H,298.51,308.0,1265.0,60.36,142,111.7,3.322,142.94,No Failure,0
M,297.18,307.68,1563.2,29.39,174,1387.4,3.169,129.44,No Failure,0
L,301.71,312.22,1483.4,35.89,113,264.1,2.538,166.09,No Failure,0
L,295.7,306.43,1487.3,48.94,49,1432.9,2.228,145.55,No Failure,0
M,302.98,314.57,1421.9,44.97,67,341.7,2.039,145.1,No Failure,0
L,300.2,308.83,1479.5,47.06,5,972.4,1.548,143.23,No Failure,0
L,297.15,308.15,1783.2,13.78,209,320.4,3.005,145.31,Power Failure,1
M,298.1,308.04,1610.7,20.46,6,788.5,1.33,141.57,Power Failure,1
H,296.73,306.27,1213.4,57.84,154,755.6,3.521,136.54,No Failure,0
H,300.77,312.8,1417.8,47.74,141,373.3,2.988,157.32,No Failure,0
M,297.35,308.05,1400.1,43.54,74,610.8,2.261,142.44,No Failure,0
L,301.0,310.59,1541.6,27.58,42,429.3,1.834,161.87,No Failure,0
L,299.39,310.35,1310.8,35.85,147,300.8,2.844,151.21,No Failure,0
M,299.05,309.0,1308.6,45.7,178,2956.5,3.208,125.13,No Failure,0
L,301.02,310.59,1682.6,26.17,118,42.4,2.708,157.3,No Failure,0
M,301.25,310.64,1472.1,32.95,175,832.1,2.8,150.15,No Failure,0
H,302.29,312.6,1574.0,43.75,153,471.6,2.893,151.03,No Failure,0
M,298.73,308.12,1388.4,45.9,240,459.1,4.454,158.21,Tool Wear Failure,1
M,299.94,310.1,1585.6,34.77,69,490.0,1.838,140.12,No Failure,0
M,298.73,309.62,1398.6,49.82,192,729.7,4.165,165.28,No Failure,0
H,300.33,310.44,1482.5,49.5,95,2167.9,2.393,145.47,No Failure,0
L,298.44,310.42,1620.6,22.07,140,821.0,2.352,169.94,No Failure,0
L,299.15,309.17,1388.2,56.38,121,416.2,2.822,135.7,No Failure,0
L,299.16,310.51,1517.5,51.66,86,430.9,2.3,137.59,No Failure,0
M,300.59,311.56,1525.9,42.07,171,146.4,3.771,152.26,No Failure,0
L,300.01,311.53,1449.0,38.63,239,348.0,4.323,154.43,No Failure,0
M,301.01,312.98,1268.3,47.89,109,828.0,2.431,149.05,No Failure,0
M,299.79,308.02,1447.5,45.34,46,976.0,2.639,151.81,No Failure,0
L,298.84,309.11,1560.5,37.28,111,2558.3,2.289,161.17,No Failure,0
M,300.38,310.27,1385.4,56.06,49,886.4,3.301,146.66,No Failure,0
L,298.17,308.28,1589.4,18.95,129,465.9,2.426,137.08,Power Failure,1
L,301.14,310.74,1566.8,33.35,157,664.4,2.858,166.67,No Failure,0
L,299.43,308.89,1523.6,44.48,117,1339.2,3.01,163.93,No Failure,0
L,300.41,309.31,1629.6,39.48,246,1109.4,3.786,162.2,No Failure,0
H,300.44,310.54,1423.7,47.0,61,476.0,1.927,135.34,No Failure,0
H,303.2,314.14,1832.7,26.05,20,475.3,1.391,139.68,No Failure,0
M,300.76,310.27,1651.1,37.46,174,1468.0,3.314,156.2,No Failure,0
M,300.15,309.82,1423.1,51.5,247,529.5,3.652,171.49,Overstrain Failure,1
M,298.62,307.92,1643.0,25.06,12,337.3,1.153,167.81,No Failure,0
H,301.6,310.61,1644.2,37.6,98,997.9,3.118,148.02,No Failure,0
M,299.46,309.22,1455.8,34.69,140,1282.0,2.892,140.11,No Failure,0
L,296.95,307.29,1398.7,43.63,159,367.9,2.544,137.17,Random Failure,1
M,299.61,310.87,1352.6,43.93,218,1360.9,3.86,146.5,No Failure,0
H,300.38,309.19,1469.3,40.97,171,1881.1,3.437,183.07,No Failure,0
L,298.36,308.33,1445.8,37.1,226,1079.3,3.797,137.58,No Failure,0
L,299.76,310.94,1463.0,40.63,139,116.7,3.239,150.08,No Failure,0
L,299.86,308.68,1510.1,38.35,53,619.2,2.011,140.49,No Failure,0
L,299.89,311.16,1378.5,39.68,229,1612.2,4.189,153.36,No Failure,0
M,302.47,312.03,1506.4,54.57,95,1305.3,2.838,128.04,No Failure,0
L,297.38,308.09,1703.5,27.98,80,22.6,2.195,135.96,No Failure,0
H,304.07,313.85,1431.3,43.42,170,801.9,3.473,138.15,No Failure,0
M,299.93,310.39,1708.7,30.58,183,863.5,3.451,135.41,No Failure,0
L,301.16,312.77,1378.6,59.55,174,1302.9,3.838,139.59,No Failure,0
H,300.26,310.13,1591.8,40.89,135,309.5,2.745,150.0,No Failure,0
M,296.55,307.54,1479.3,27.32,174,1012.4,3.567,166.59,No Failure,0
M,297.89,308.16,1488.3,37.68,191,1171.2,3.229,147.11,No Failure,0
L,298.95,308.17,1673.3,25.41,52,570.1,1.568,140.39,No Failure,0
H,301.99,311.84,1535.9,33.67,216,548.5,3.05,155.75,No Failure,0
L,297.23,307.02,1434.9,46.16,137,1535.0,3.017,161.96,No Failure,0
L,298.29,306.88,1381.1,53.61,97,557.2,2.693,135.6,No Failure,0
L,300.33,310.79,1447.2,50.81,89,413.3,2.727,140.0,No Failure,0
L,300.95,311.6,1518.4,38.95,2,196.1,1.35,141.16,No Failure,0
M,300.89,311.7,1594.6,45.7,118,779.1,3.389,146.35,No Failure,0
L,298.03,309.46,1346.3,48.09,196,499.4,3.546,147.4,No Failure,0
M,296.8,307.76,1328.5,62.5,234,509.0,4.214,151.56,Overstrain Failure,1
L,301.08,310.48,1611.7,33.96,33,711.7,1.788,145.61,No Failure,0
H,302.87,312.48,1267.3,55.09,177,1406.6,3.784,156.58,No Failure,0
L,299.31,310.15,1556.4,29.08,70,1264.2,2.444,146.11,No Failure,0
H,297.71,308.1,1421.3,51.8,26,1122.9,2.254,130.81,No Failure,0
H,299.14,309.12,1684.9,33.79,143,432.9,3.058,156.47,No Failure,0
L,300.79,309.91,1567.0,33.16,9,959.7,1.589,139.5,No Failure,0
M,299.53,309.0,1591.0,37.15,46,157.2,1.757,144.34,No Failure,0
L,302.81,313.4,1636.2,32.24,63,813.1,1.89,159.12,No Failure,0
H,301.85,309.9,1217.9,44.26,213,387.8,3.15,154.49,Heat Dissipation Failure,1
M,300.37,308.03,1409.1,52.27,39,760.6,2.141,143.33,No Failure,0
L,296.09,306.78,1629.7,18.88,70,495.7,2.07,163.79,Power Failure,1
L,298.62,308.08,1649.3,38.25,242,654.3,3.907,162.94,No Failure,0
L,298.9,309.37,1649.8,29.13,82,85.0,2.332,134.03,No Failure,0
H,298.51,310.08,1506.3,49.05,70,2759.4,3.051,115.14,No Failure,0
M,300.38,309.37,1433.1,54.2,180,769.7,3.716,149.46,No Failure,0
L,300.42,308.75,1523.4,38.25,11,1387.2,1.847,147.65,No Failure,0
L,296.65,306.38,1631.5,32.97,28,886.7,1.774,160.12,No Failure,0
L,301.61,310.92,1627.3,23.85,95,83.8,1.982,166.87,No Failure,0
M,300.03,310.01,1459.7,59.49,164,795.1,3.566,168.64,Power Failure,1
L,300.72,311.25,1298.3,53.19,4,118.3,1.577,174.12,No Failure,0
L,301.49,311.82,1751.7,20.21,6,424.3,1.519,137.01,No Failure,0
H,298.47,308.51,1414.9,46.55,10,663.8,2.11,167.54,No Failure,0
L,302.52,313.58,1650.1,28.88,172,529.7,3.07,129.99,No Failure,0
